Gene,log2FC_disease,log2FC_treated,log2FC_treated_vs_WT,padj_disease,padj_treated,rescue_metric,rescue_status_fixed,GeneSymbol
ENSMUSG00000038943,2.662028812,0.063624244,2.725653056,3.28282356413942e-08,1,-2.390065952,Worsened,Prc1
ENSMUSG00000038949,-0.502850158,0.003792704,-0.499057454,1.12053443552172e-05,1,0.754241454,Not rescued,Cnst
ENSMUSG00000038984,1.002292392,-0.164011236,0.838281157,0.001147169,1,16.36361177,Not rescued,Tspyl5
ENSMUSG00000038991,0.532397685,-0.102170017,0.430227668,4.2609348383503e-12,1,19.19054493,Not rescued,Txndc5
ENSMUSG00000039004,-0.505881492,-0.0493267,-0.555208192,0.037820187,1,-9.750643278,Worsened,Bmp6
ENSMUSG00000039005,1.842554612,-0.212005229,1.630549383,9.51964620703128e-29,1,11.50604859,Not rescued,Tlr4
ENSMUSG00000039013,3.390125934,0.524746082,3.914872016,0.023715493,1,-15.47866044,Worsened,Siglecf
ENSMUSG00000039021,1.36161947,-0.605068367,0.756551103,0.019562972,1,44.43740565,Partially rescued,Ttc16
ENSMUSG00000039046,0.638069807,0.096693546,0.734763352,0.002127197,1,-15.15407008,Worsened,Usp6nl
ENSMUSG00000039057,3.652698177,0.679477085,4.332175262,0.01843978,1,-18.60205941,Worsened,Myo16
ENSMUSG00000039062,0.750037771,-0.209272412,0.54076536,0.000690424,1,27.90158304,Not rescued,Anpep
ENSMUSG00000039095,-0.824600635,0.101446553,-0.723154082,0.027730481,1,12.30250724,Not rescued,En2
ENSMUSG00000039096,-0.568672431,0.088344431,-0.480328001,2.84336923647311e-07,1,15.53520546,Not rescued,Rsad1
ENSMUSG00000039115,0.67277729,-0.156130149,0.516647141,2.45053093785574e-06,1,23.20681024,Not rescued,Itga9
ENSMUSG00000039126,0.933548801,0.090937791,1.024486592,1.23225113491441e-07,1,-9.741085946,Worsened,Prune2
ENSMUSG00000039131,3.099752845,-1.018124215,2.081628631,1.47157310731998e-05,1,32.84533527,Partially rescued,Gipc2
ENSMUSG00000039137,1.44245904,-0.320884535,1.121574505,4.73544309270703e-06,1,22.24566007,Not rescued,Whrn
ENSMUSG00000039145,1.267226772,-0.390034709,0.877192063,9.51404117960276e-11,1,30.7786039,Partially rescued,Camk1d
ENSMUSG00000039153,0.98687077,-0.338742342,0.648128428,0.009497385,1,34.32489361,Partially rescued,Runx2
ENSMUSG00000039156,-0.648710729,-0.03811733,-0.686828059,2.64313259852032e-11,1,-5.875859321,Worsened,Stim2
ENSMUSG00000039168,0.809575785,-0.123079727,0.686496058,2.5788047601421e-08,1,15.20299018,Not rescued,Dap
ENSMUSG00000039179,3.730893973,-0.201986096,3.528907877,0.010896524,1,5.413879284,Not rescued,Tekt5
ENSMUSG00000039187,3.369312084,-0.77558098,2.593731104,0.009539852,1,23.01897125,Not rescued,Fanci
ENSMUSG00000039196,1.369512588,-1.643747226,-0.274234638,0.030900932,0.67909635,120.024251,Over-corrected,Orm1
ENSMUSG00000039202,0.992601711,-0.143395207,0.849206504,2.7263574765598e-20,1,14.44639936,Not rescued,Abhd2
ENSMUSG00000039208,1.432236195,0.040482142,1.472718337,5.86463754937472e-19,1,-2.826499013,Worsened,Metrnl
ENSMUSG00000039220,0.639087477,0.12163888,0.760726357,0.007074145,1,-19.03321288,Worsened,Ppp1r10
ENSMUSG00000039221,-0.522912489,0.188122991,-0.334789497,0.011878654,1,35.97599895,Partially rescued,Rpl22l1
ENSMUSG00000039234,0.824717637,-0.063360783,0.761356854,1.00650383351854e-09,1,7.682724348,Not rescued,Sec24d
ENSMUSG00000039238,-1.741727866,-0.241962816,-1.983690682,2.12548300574709e-05,1,-13.89211376,Worsened,Zfp750
ENSMUSG00000039242,-0.602069164,-0.085910064,-0.687979228,8.78787664159907e-08,1,-14.26913527,Worsened,B3galnt2
ENSMUSG00000039246,0.929750899,0.323155464,1.252906363,0.002424371,1,-34.75720908,Worsened,Lyplal1
ENSMUSG00000039307,-0.610341026,0.188693203,-0.421647823,0.000574437,1,30.91602805,Partially rescued,Hexd
ENSMUSG00000039321,-1.373922032,-0.326835847,-1.700757879,0.003412969,1,-23.78852944,Worsened,Uts2r
ENSMUSG00000039323,2.715687536,-1.00129756,1.714389976,0.002809778,1,36.87086776,Partially rescued,Igfbp2
ENSMUSG00000039376,0.658397813,-0.239671689,0.418726125,5.17185622889544e-11,1,36.40226074,Partially rescued,Synpo2l
ENSMUSG00000039457,-1.004790679,0.149404456,-0.855386223,0.000310022,1,14.86921197,Not rescued,Ppl
ENSMUSG00000039461,0.558979359,-0.180003007,0.378976352,2.93112402694066e-08,1,32.20208478,Partially rescued,Tcta
ENSMUSG00000039462,5.231722049,-0.124453836,5.107268213,9.92897317957303e-05,1,2.378831188,Not rescued,Col10a1
ENSMUSG00000039474,0.881462514,-0.182570105,0.69889241,2.03993057766023e-21,1,20.71218023,Not rescued,Wfs1
ENSMUSG00000039476,1.54977748,0.124308877,1.674086356,0.00096289,1,-8.021079043,Worsened,Prrx2
ENSMUSG00000039485,0.75816581,-0.088914174,0.669251635,0.000569791,1,11.72753681,Not rescued,Tspyl4
ENSMUSG00000039497,0.775251639,-0.112940054,0.662311584,5.48456106693702e-07,1,14.56818003,Not rescued,Dse
ENSMUSG00000039519,1.209001222,-1.134429722,0.0745715,0.02543225,1,93.83197479,Rescued,Cyp7b1
ENSMUSG00000039542,1.68857032,-0.402026055,1.286544265,6.02624867110285e-18,1,23.80866525,Not rescued,Ncam1
ENSMUSG00000039546,-1.085507604,-0.102047038,-1.187554643,0.048801299,1,-9.400858901,Worsened,Ajap1
ENSMUSG00000039563,1.395022266,0.116127775,1.51115004,0.001954323,1,-8.324438801,Worsened,2210406O10Rik
ENSMUSG00000039577,1.427789396,0.272109111,1.699898507,0.004277814,1,-19.05807063,Worsened,Nphp4
ENSMUSG00000039599,-0.500528868,0.024434782,-0.476094087,3.53109854707377e-09,1,4.881792695,Not rescued,Fam149b
ENSMUSG00000039611,-0.551963096,0.111445833,-0.440517263,4.32360130754395e-05,1,20.19081228,Not rescued,Pgap4
ENSMUSG00000039646,0.515569591,0.032795995,0.548365586,0.005854852,1,-6.361118933,Worsened,Vasn
ENSMUSG00000039653,2.10802487,-0.888076392,1.219948477,0.00411122,1,42.12836409,Partially rescued,Baat
ENSMUSG00000039686,-0.516198577,-0.020967818,-0.537166396,8.07019570724071e-24,1,-4.061967487,Worsened,Zer1
ENSMUSG00000039742,3.788402715,0.227817735,4.01622045,0.028638332,1,-6.013556429,Worsened,Garin1b
ENSMUSG00000039745,0.772036483,-0.082032524,0.690003959,4.25007989922028e-06,1,10.62547249,Not rescued,Htatip2
ENSMUSG00000039747,1.249899563,0.049794603,1.299694166,2.11669619345285e-06,1,-3.983888345,Worsened,Orai2
ENSMUSG00000039787,0.521654568,0.066832211,0.588486779,0.02073812,1,-12.81158362,Worsened,Cercam
ENSMUSG00000039824,0.534964849,-0.174349815,0.360615034,0.000504406,1,32.59089179,Partially rescued,Myl6b
ENSMUSG00000039851,4.166498377,0.355763498,4.522261875,0.003507397,1,-8.538668823,Worsened,Epcip
ENSMUSG00000039910,0.629553495,0.113766145,0.743319641,3.19902187196168e-05,1,-18.07092587,Worsened,Cited2
ENSMUSG00000039934,0.936509341,0.240213524,1.176722864,0.000683823,1,-25.64988016,Worsened,Gsap
ENSMUSG00000039936,-0.738064597,0.294165702,-0.443898895,0.000172048,1,39.85636256,Partially rescued,Pik3cd
ENSMUSG00000039976,-0.986945421,0.056788076,-0.930157345,9.30973701304864e-13,1,5.753922626,Not rescued,Tbc1d16
ENSMUSG00000039989,0.880089012,-0.20137792,0.678711092,0.000122949,1,22.88154003,Not rescued,Cbx4
ENSMUSG00000040010,1.255180583,-0.13486518,1.120315403,1.37459521829475e-06,1,10.74468342,Not rescued,Slc7a5
ENSMUSG00000040022,-0.508012662,0.019735504,-0.488277159,5.99438371300491e-09,1,3.884844835,Not rescued,Rab11fip2
ENSMUSG00000040026,4.670331921,-1.422574465,3.247757456,0.000675094,1,30.45981505,Partially rescued,Saa3
ENSMUSG00000040033,0.559362153,0.024859924,0.584222077,0.000303619,1,-4.444334376,Worsened,Stat2
ENSMUSG00000040046,-2.070429733,-0.008200413,-2.078630146,2.06190802125927e-08,1,-0.396072997,Worsened,Tph1
ENSMUSG00000040061,1.080703807,-0.183463016,0.897240791,0.024152983,1,16.97625335,Not rescued,Plcb2
ENSMUSG00000040084,1.246763866,-0.06387141,1.182892456,0.000873128,1,5.1229757,Not rescued,Bub1b
ENSMUSG00000040111,0.53757993,-0.213468138,0.324111792,0.003166562,1,39.70909735,Partially rescued,Gramd1b
ENSMUSG00000040113,-0.866788796,-0.127628217,-0.994417013,2.90995730836553e-09,1,-14.72425782,Worsened,Ntmt2
ENSMUSG00000040118,-0.763476335,0.00134891,-0.762127425,2.64453703301682e-16,1,0.176679962,Not rescued,Cacna2d1
ENSMUSG00000040133,2.327753317,-0.29926366,2.028489657,4.73266098788132e-08,1,12.8563305,Not rescued,Gpr176
ENSMUSG00000040152,1.18530106,0.40442881,1.589729871,0.0043224,1,-34.12034494,Worsened,Thbs1
ENSMUSG00000040164,3.199237159,-0.406938698,2.792298461,0.01887556,1,12.71986658,Not rescued,Kcns1
ENSMUSG00000040183,-0.52959659,-0.132181551,-0.661778141,0.024215073,1,-24.95891288,Worsened,Ankrd6
ENSMUSG00000040204,1.765406138,0.393984532,2.15939067,0.017446395,1,-22.31693454,Worsened,Pclaf
ENSMUSG00000040212,0.647743136,0.068160247,0.715903382,0.000238245,1,-10.52272774,Worsened,Emp3
ENSMUSG00000040265,-0.582827324,-0.154843522,-0.737670847,0.000237483,1,-26.56764978,Worsened,Dnm3
ENSMUSG00000040274,0.964202439,0.00194219,0.966144629,4.63885002348827e-09,1,-0.20142972,Worsened,Cdk6
ENSMUSG00000040282,-0.551068704,0.091666473,-0.459402231,0.000107748,1,16.63430936,Not rescued,Cdin1
ENSMUSG00000040296,0.500077111,0.137035748,0.637112858,0.000910932,1,-27.40292343,Worsened,Rigi
ENSMUSG00000040298,2.177029734,0.496342256,2.67337199,0.010896524,1,-22.79905728,Worsened,Btbd16
ENSMUSG00000040312,0.691889458,-0.181899302,0.509990156,0.00959701,1,26.290226,Not rescued,Cchcr1
ENSMUSG00000040322,1.483355867,-0.016059032,1.467296835,1.75292503976077e-24,1,1.082614914,Not rescued,Slc25a24
ENSMUSG00000040345,0.627493649,-0.034363725,0.593129925,0.044003883,1,5.476346207,Not rescued,Arhgap9
ENSMUSG00000040359,0.670454391,-0.176382593,0.494071798,6.092366436219e-18,1,26.30791823,Not rescued,Ufl1
ENSMUSG00000040372,1.883933316,0.202315131,2.086248447,0.001229185,1,-10.73897517,Worsened,Gpr63
ENSMUSG00000040410,-0.509299282,0.022073043,-0.48722624,6.99380963602647e-05,1,4.334002309,Not rescued,Fbxl4
ENSMUSG00000040430,-0.66571685,0.056412841,-0.609304009,1.05087659349656e-11,1,8.473999311,Not rescued,Pitpnc1
ENSMUSG00000040433,-0.668826424,-0.006365704,-0.675192127,1.00226598834331e-06,1,-0.951772146,Worsened,Zbtb38
ENSMUSG00000040447,-1.403874486,0.242672112,-1.161202374,1.04988070444194e-13,1,17.28588378,Not rescued,Spns2
ENSMUSG00000040462,0.550269153,-0.030809706,0.519459448,1.75838059764675e-06,1,5.599024704,Not rescued,Os9
ENSMUSG00000040502,1.85185407,0.06010171,1.91195578,1.95983470002831e-12,1,-3.24548844,Worsened,Marchf9
ENSMUSG00000040511,1.042828646,-0.250355118,0.792473528,5.46330408806464e-16,1,24.00731114,Not rescued,Pvr
ENSMUSG00000040522,1.614919092,0.097621775,1.712540867,0.001261878,1,-6.044994787,Worsened,Tlr8
ENSMUSG00000040528,1.884713612,-0.554469539,1.330244073,0.000581217,1,29.41929931,Not rescued,Milr1
ENSMUSG00000040543,-0.547304208,0.003762938,-0.54354127,0.010696299,1,0.687540474,Not rescued,Pitpnm3
ENSMUSG00000040552,1.541708172,-0.352218694,1.189489478,6.20574426290378e-05,1,22.84600295,Not rescued,C3ar1
ENSMUSG00000040557,0.935101714,-0.082128897,0.852972817,9.57344161356983e-05,1,8.782883833,Not rescued,Mettl27
ENSMUSG00000040563,1.302065296,0.057603771,1.359669066,3.44375495547148e-06,1,-4.424030865,Worsened,Plppr2
ENSMUSG00000040569,2.558176306,-0.595277189,1.962899117,1.21110108363157e-05,1,23.26959201,Not rescued,Slc26a7
ENSMUSG00000040596,-0.768940919,-0.092406783,-0.861347702,6.4255571446357e-10,1,-12.01741002,Worsened,Pogk
ENSMUSG00000040605,0.750192674,-0.069210761,0.680981914,0.000730651,1,9.225731338,Not rescued,Bace2
ENSMUSG00000040618,0.525756427,0.09751822,0.623274647,0.002222908,1,-18.54817452,Worsened,Pck2
ENSMUSG00000040653,-0.576222293,0.214164209,-0.362058084,1.18632876920036e-06,1,37.16694255,Partially rescued,Ppp1r14c
ENSMUSG00000040659,1.033143885,0.020051706,1.053195591,1.56245167269647e-11,1,-1.94084346,Worsened,Efhd2
ENSMUSG00000040663,1.40255169,0.118703527,1.521255217,2.05806120224292e-07,1,-8.463397649,Worsened,Clcf1
ENSMUSG00000040669,-0.660928727,-0.075105181,-0.736033907,3.05781566050544e-08,1,-11.36358243,Worsened,Phc1
ENSMUSG00000040690,1.041449221,0.12302869,1.164477911,0.033903249,1,-11.8132202,Worsened,Col16a1
ENSMUSG00000040694,0.580204256,0.014617805,0.594822061,4.18258994061823e-11,1,-2.519423982,Worsened,Apobec2
ENSMUSG00000040705,-0.526112599,-0.164841329,-0.690953928,0.045635313,1,-31.33194856,Worsened,A930016O22Rik
ENSMUSG00000040706,3.394776372,0.2094169,3.604193273,0.034720891,1,-6.168798102,Worsened,Agmat
ENSMUSG00000040711,0.917647385,-0.011988925,0.90565846,0.003165158,1,1.306484993,Not rescued,Sh3pxd2b
ENSMUSG00000040722,0.807742504,0.149272734,0.957015238,0.001050574,1,-18.48023758,Worsened,Scamp5
ENSMUSG00000040724,-1.088757651,0.424496048,-0.664261603,3.05461373767384e-05,1,38.98903009,Partially rescued,Kcna2
ENSMUSG00000040734,0.565720383,-0.213902157,0.351818226,0.005644235,1,37.81057978,Partially rescued,Ppp1r13l
ENSMUSG00000040747,1.024048855,0.15973449,1.183783346,3.2856872791263e-06,1,-15.59832712,Worsened,Cd53
ENSMUSG00000040751,1.542233868,0.005771853,1.548005721,2.09884000825101e-06,1,-0.374252792,Worsened,Lat2
ENSMUSG00000040752,-2.013440436,0.29985413,-1.713586305,1.4291634837293e-11,1,14.89262484,Not rescued,Myh6
ENSMUSG00000040774,-0.542960901,0.007425962,-0.535534939,5.68040307602605e-12,1,1.367679045,Not rescued,Cept1
ENSMUSG00000040797,1.158798502,-0.421650548,0.737147953,1.62145991116453e-05,1,36.38687381,Partially rescued,Iqsec3
ENSMUSG00000040829,1.027779153,-0.111011275,0.916767878,0.00168578,1,10.80108253,Not rescued,Zmynd15
ENSMUSG00000040841,0.75593292,-0.015366545,0.740566375,1.43885183708398e-06,1,2.03279216,Not rescued,Six5
ENSMUSG00000040852,1.77096892,-0.203936804,1.567032116,2.69317072581523e-17,1,11.5155496,Not rescued,Plekhh2
ENSMUSG00000040867,1.258436838,0.167841451,1.426278289,0.003464845,1,-13.3372964,Worsened,Begain
ENSMUSG00000040883,1.148395476,0.011479925,1.159875401,1.23405189740364e-14,1,-0.999649123,Worsened,Tmem205
ENSMUSG00000040918,-0.664923412,-0.076094023,-0.741017435,0.001342604,1,-11.44402816,Worsened,Slc19a2
ENSMUSG00000040950,0.934549545,0.039585344,0.974134888,0.001900263,1,-4.235767247,Worsened,Mgl2
ENSMUSG00000040998,-0.798051346,-0.043230257,-0.841281603,0.048485813,1,-5.416976894,Worsened,Npnt
ENSMUSG00000041062,3.784904336,-0.649004396,3.13589994,0.007336934,1,17.14718097,Not rescued,Mslnl
ENSMUSG00000041084,0.924167516,-0.03264135,0.891526167,7.42390109740258e-19,1,3.531973265,Not rescued,Ostc
ENSMUSG00000041117,0.56176275,0.327526348,0.889289098,0.03211541,1,-58.30332253,Worsened,Ccdc8
ENSMUSG00000041134,-0.610849845,-0.088547784,-0.699397628,0.010992113,1,-14.4958347,Worsened,Cyyr1
ENSMUSG00000041164,-0.575914016,-0.048796152,-0.624710168,1.53000888335008e-15,1,-8.47281898,Worsened,Zmiz2
ENSMUSG00000041219,0.958886128,-0.248041258,0.71084487,2.00479666529399e-06,1,25.86764484,Not rescued,Arhgap11a
ENSMUSG00000041220,1.338207391,-0.552378364,0.785829026,0.000451149,1,41.27748569,Partially rescued,Elovl6
ENSMUSG00000041313,1.225762643,-0.157870499,1.067892144,1.02958188106854e-16,1,12.87936945,Not rescued,Slc7a1
ENSMUSG00000041355,0.88354629,-0.052333984,0.831212306,1.08495303597576e-19,1,5.923173995,Not rescued,Ssr2
ENSMUSG00000041362,0.75749839,0.120261647,0.877760037,0.000113429,1,-15.87615876,Worsened,Shtn1
ENSMUSG00000041390,0.669003843,-0.002625644,0.6663782,1.23081139104134e-07,1,0.392470635,Not rescued,Mdfic
ENSMUSG00000041431,3.021799085,-0.261389144,2.760409941,0.006822871,1,8.650116591,Not rescued,Ccnb1
ENSMUSG00000041460,-0.92515949,0.065075495,-0.860083995,5.95571873289773e-07,1,7.033975816,Not rescued,Cacna2d4
ENSMUSG00000041471,-0.52991939,0.141177249,-0.388742141,1.97544295865742e-07,1,26.64126881,Not rescued,Shld2
ENSMUSG00000041548,0.692235801,-0.404813937,0.287421863,6.17257667299659e-05,1,58.47919697,Partially rescued,Hspb8
ENSMUSG00000041552,2.071123364,-0.410407357,1.660716008,0.028457691,1,19.81568861,Not rescued,Ptchd1
ENSMUSG00000041592,1.279022364,-0.148403418,1.130618945,0.001678649,1,11.60287909,Not rescued,Sdk2
ENSMUSG00000041594,-0.561586204,0.262174282,-0.299411922,0.001156648,1,46.68460156,Partially rescued,Tmtc4
ENSMUSG00000041623,0.517828395,-0.271643689,0.246184706,0.000453067,1,52.45824511,Partially rescued,Mtnap1
ENSMUSG00000041625,-0.52043526,0.117703234,-0.402732027,0.000270428,1,22.61630649,Not rescued,Ggact
ENSMUSG00000041650,-0.813608111,0.037692305,-0.775915806,9.63675858966389e-13,1,4.63273466,Not rescued,Pcca
ENSMUSG00000041669,-1.485096475,-0.554690586,-2.039787062,0.008105187,1,-37.35047489,Worsened,Prima1
ENSMUSG00000041731,0.820131717,0.095688397,0.915820114,2.01839905755473e-11,1,-11.6674425,Worsened,Pgm5
ENSMUSG00000041736,1.30162298,0.07216162,1.3737846,9.87901600521834e-33,1,-5.543972519,Worsened,Tspo
ENSMUSG00000041762,-0.641178958,0.063702215,-0.577476743,1.30570937467487e-09,1,9.935169349,Not rescued,Gpr155
ENSMUSG00000041765,-0.576592177,-0.090625597,-0.667217774,1.22679531584025e-13,1,-15.71745168,Worsened,Ubac2
ENSMUSG00000041779,0.689915933,-0.064650781,0.625265153,1.9292442165234e-07,1,9.370820038,Not rescued,Tram2
ENSMUSG00000041827,1.729249119,0.035871555,1.765120673,4.86456573553792e-07,1,-2.074400639,Worsened,Oasl1
ENSMUSG00000041836,0.65137998,0.112150042,0.763530021,0.005785263,1,-17.21729943,Worsened,Ptpre
ENSMUSG00000041870,0.556613937,-0.345623851,0.210990087,4.72170348795481e-05,0.963700606,62.09399862,Partially rescued,Ankrd13a
ENSMUSG00000041878,2.281403933,-0.107803737,2.173600196,0.003624993,1,4.725324399,Not rescued,NA
ENSMUSG00000041912,-1.083787006,0.188614816,-0.89517219,5.16695539028373e-07,1,17.40331031,Not rescued,Tdrkh
ENSMUSG00000041923,3.034375467,-0.193704239,2.840671228,0.006654166,1,6.383660859,Not rescued,Nol4
ENSMUSG00000041945,0.723148216,-0.328300362,0.394847854,0.029512467,1,45.39876535,Partially rescued,Mfsd9
ENSMUSG00000041949,-0.676443837,-0.036568618,-0.713012456,4.71165827896854e-12,1,-5.406009553,Worsened,Tango6
ENSMUSG00000041959,1.189346282,-0.085955514,1.103390768,5.9524374415313e-11,1,7.227122607,Not rescued,S100a10
ENSMUSG00000041961,-0.542833992,-0.103332636,-0.646166628,0.001195271,1,-19.03577101,Worsened,Znrf3
ENSMUSG00000042029,0.626756617,-0.011806448,0.614950169,0.003352505,1,1.883737339,Not rescued,Ncapg2
ENSMUSG00000042045,3.804264621,-0.576901784,3.227362837,4.56003604666635e-16,1,15.16460714,Not rescued,Sln
ENSMUSG00000042109,1.277325723,-0.053473093,1.22385263,4.26957738992642e-07,1,4.18633184,Not rescued,Csdc2
ENSMUSG00000042124,5.564810259,-0.394696185,5.170114074,8.08870951067471e-05,1,7.092715955,Not rescued,Lce1f
ENSMUSG00000042129,0.888176885,-0.022167392,0.866009493,1.27549142092648e-05,1,2.495830814,Not rescued,Rassf4
ENSMUSG00000042155,0.607841868,0.127978513,0.735820381,4.03602115437789e-10,1,-21.05457354,Worsened,Klhl23
ENSMUSG00000042251,1.489178327,-0.100711873,1.388466454,1.49725145090505e-05,1,6.762915557,Not rescued,Pm20d1
ENSMUSG00000042298,-0.595559794,0.00670718,-0.588852614,2.36869711339722e-26,1,1.126197577,Not rescued,Ttc19
ENSMUSG00000042312,1.233475669,0.074471483,1.307947152,2.94239314254086e-18,1,-6.03753158,Worsened,S100a13
ENSMUSG00000042349,0.602157479,-0.053441214,0.548716265,0.010748088,1,8.874956496,Not rescued,Ikbke
ENSMUSG00000042359,-0.634099569,0.042495244,-0.591604325,2.83619710651128e-16,1,6.701667445,Not rescued,Osbpl6
ENSMUSG00000042404,-0.625923617,-0.008090017,-0.634013634,7.08184123800281e-18,1,-1.292492762,Worsened,Dennd4b
ENSMUSG00000042436,2.095646211,-0.010630876,2.085015335,1.31292714199488e-06,1,0.507283909,Not rescued,Mfap4
ENSMUSG00000042439,-0.634346885,-0.057041296,-0.691388181,1.47126780929381e-09,1,-8.992129956,Worsened,Zfp532
ENSMUSG00000042451,3.802176025,-0.825248395,2.97692763,5.0966646333298e-05,1,21.70463414,Not rescued,Mybph
ENSMUSG00000042460,-0.509612859,-0.039508873,-0.549121732,2.34254439266806e-15,1,-7.75272294,Worsened,C1galt1
ENSMUSG00000042485,2.239106804,-0.704879267,1.534227537,0.001950222,1,31.48037716,Partially rescued,Mustn1
ENSMUSG00000042529,-0.512714447,-0.067739941,-0.580454388,0.00139324,1,-13.21202104,Worsened,Kcnj12
ENSMUSG00000042532,0.812719722,0.049042508,0.86176223,0.000250955,1,-6.034369068,Worsened,Golga7b
ENSMUSG00000042579,0.67968963,0.040171958,0.719861588,8.03259033099848e-11,1,-5.910338537,Worsened,4632404H12Rik
ENSMUSG00000042581,2.301219852,0.36649527,2.667715122,0.005600318,1,-15.92613023,Worsened,Thsd7b
ENSMUSG00000042589,-1.017601565,0.091454586,-0.926146979,1.77177175186443e-06,1,8.987268593,Not rescued,Cux2
ENSMUSG00000042599,-0.632124082,-0.043370009,-0.675494092,1.72679963172398e-09,1,-6.860996208,Worsened,Kdm7a
ENSMUSG00000042607,-1.189316399,0.470232862,-0.719083537,8.96226137176083e-15,0.647605656,39.53807941,Partially rescued,Asb4
ENSMUSG00000042647,0.57205533,-0.073467621,0.498587709,8.1562871193718e-10,1,12.84274743,Not rescued,Acad12
ENSMUSG00000042678,2.336085319,-0.154741708,2.181343611,0.001486368,1,6.623975009,Not rescued,Myo15a
ENSMUSG00000042694,0.853420064,-0.083474268,0.769945796,1.9435680199788e-08,1,9.781146685,Not rescued,Stn1
ENSMUSG00000042726,0.622974936,-0.214530498,0.408444438,2.57811352136097e-12,1,34.43645731,Partially rescued,Trafd1
ENSMUSG00000042734,2.611079065,-0.350969842,2.260109224,2.69122109931391e-13,1,13.44156316,Not rescued,Ttc9
ENSMUSG00000042747,0.513940115,0.046204575,0.560144691,2.92657787637218e-07,1,-8.990264452,Worsened,Krtcap2
ENSMUSG00000042757,4.795558098,-1.206369406,3.589188693,9.02564747242427e-05,1,25.15597519,Not rescued,Tmem108
ENSMUSG00000042759,0.618513677,0.011878509,0.630392186,0.031855744,1,-1.920492558,Worsened,Apobr
ENSMUSG00000042763,0.618822397,-0.362575619,0.256246779,0.025076529,1,58.59122425,Partially rescued,Maneal
ENSMUSG00000042770,0.742219806,0.10861482,0.850834626,1.47544309146443e-05,1,-14.63378088,Worsened,Hebp1
ENSMUSG00000042810,-0.567636586,-0.010398707,-0.578035293,2.41031351989558e-10,1,-1.831930407,Worsened,Krba1
ENSMUSG00000042817,1.580799771,-0.36888111,1.211918661,0.003446746,1,23.33509383,Not rescued,Flt3
ENSMUSG00000042821,0.869435073,-0.206529804,0.662905268,0.016634794,1,23.75448276,Not rescued,Snai1
ENSMUSG00000042826,0.846107469,-0.217963092,0.628144377,7.56539902481286e-05,1,25.76068641,Not rescued,Fgf11
ENSMUSG00000042828,0.572824394,-0.102013252,0.470811143,7.2909292357669e-11,1,17.80881761,Not rescued,Trim72
ENSMUSG00000042834,-0.863969803,0.560736063,-0.30323374,8.67675507288104e-05,0.963700606,64.90227567,Partially rescued,Nrep
ENSMUSG00000042842,1.143501886,-0.099565412,1.043936474,0.000472748,1,8.707061449,Not rescued,Serpinb6b
ENSMUSG00000042846,-2.24213445,1.162486174,-1.079648277,0.000163839,1,51.84729995,Partially rescued,Lrrtm3
ENSMUSG00000042961,-0.963919479,0.439671442,-0.524248036,5.22043487844888e-09,0.963700606,45.61288075,Partially rescued,Egflam
ENSMUSG00000042962,-0.606731635,0.259125425,-0.347606211,0.025076529,1,42.70840838,Partially rescued,Gm5436
ENSMUSG00000042988,2.560809741,-0.373179417,2.187630324,0.000779847,1,14.57271155,Not rescued,Notum
ENSMUSG00000043017,0.93019785,-0.506090412,0.424107438,5.11916942285837e-06,0.963700606,54.40674927,Partially rescued,Ptgir
ENSMUSG00000043036,2.751603368,-1.423118441,1.328484927,0.032490136,1,51.71960674,Partially rescued,Ccdc63
ENSMUSG00000043073,3.631109715,0.003346473,3.634456188,0.026686139,1,-0.092161154,Worsened,Usp17le
ENSMUSG00000043088,-2.497044479,-1.027375716,-3.524420195,4.56075611163541e-05,1,-41.14366903,Worsened,Il17re
ENSMUSG00000043091,0.965908486,0.082573588,1.048482074,1.37489934856433e-06,1,-8.548800386,Worsened,Tuba1c
ENSMUSG00000043126,-0.607747049,0.046260885,-0.561486164,9.19448325885133e-08,1,7.611864947,Not rescued,D830039M14Rik
ENSMUSG00000043164,3.401124874,-1.142082357,2.259042517,0.038065708,1,33.57954792,Partially rescued,Tmem212
ENSMUSG00000043165,3.784920642,-0.600186173,3.184734469,0.046309522,1,15.85729873,Not rescued,Loricrin
ENSMUSG00000043251,0.818206021,-0.204524942,0.613681078,0.000112486,1,24.99675352,Not rescued,Exoc3l
ENSMUSG00000043252,-0.545472086,0.034751815,-0.510720271,2.17021598488341e-09,1,6.37096115,Not rescued,Tmem64
ENSMUSG00000043259,-0.657392467,0.206627257,-0.450765211,1.23778936947702e-05,1,31.43133929,Partially rescued,Fam13c
ENSMUSG00000043263,0.880332775,0.053239805,0.933572581,0.023741916,1,-6.047690891,Worsened,Ifi209
ENSMUSG00000043496,0.525852562,-0.099603361,0.426249201,0.04336414,1,18.94130945,Not rescued,Tril
ENSMUSG00000043587,0.555186706,-0.138721639,0.416465067,0.042877117,1,24.98648428,Not rescued,Pxylp1
ENSMUSG00000043613,2.805547759,-0.521073588,2.284474172,1.73605046505121e-20,1,18.57297157,Not rescued,Mmp3
ENSMUSG00000043648,3.165791001,0.450683289,3.61647429,0.041403698,1,-14.23604051,Worsened,Pld6
ENSMUSG00000043670,2.91004205,-0.162921008,2.747121042,2.38270795296365e-05,1,5.598579174,Not rescued,Diras1
