"","log2FoldChange","padj","GeneSymbol","significance"
"ENSMUSG00000057948",0.0882758623104267,0.980278832465399,"Unc13d","non-significant"
"ENSMUSG00000057963",0.152905578827331,0.744474648493056,"Itpk1","non-significant"
"ENSMUSG00000057967",-0.234003456502535,0.953858770024977,"Fgf18","non-significant"
"ENSMUSG00000057969",-0.193663206620075,0.708825174761169,"Sema3b","non-significant"
"ENSMUSG00000057982",0.0723850252577706,0.945387096838336,"Zfp809","non-significant"
"ENSMUSG00000058006",0.085716965657143,0.908479487599167,"Mdn1","non-significant"
"ENSMUSG00000058013",0.0369780182493699,0.950939011643018,"Septin11","non-significant"
"ENSMUSG00000058056",-0.10805624349098,0.8840189523094,"Palld","non-significant"
"ENSMUSG00000058070",0.0626722601862992,0.922411795592701,"Eml1","non-significant"
"ENSMUSG00000058076",0.0419581064814863,0.92586906937444,"Sdhc","non-significant"
"ENSMUSG00000058093",0.0807341634466984,0.957760129479797,"Zfp729b","non-significant"
"ENSMUSG00000058099",-0.0554920394878158,0.979934856911035,"Nfam1","non-significant"
"ENSMUSG00000058135",0.00631523364266449,0.993104821954921,"Gstm1","non-significant"
"ENSMUSG00000058163",0.486751476884228,0.751755536128477,"Gm5431","non-significant"
"ENSMUSG00000058173",0.204522124208266,0.793114992895897,"Smco4","non-significant"
"ENSMUSG00000058192",0.0557319919087823,0.964320081902298,"Zfp846","non-significant"
"ENSMUSG00000058207",0.765322612919279,0.964389961119476,"Serpina3k","non-significant"
"ENSMUSG00000058230",0.12330893612957,0.792686937074851,"Arhgap35","non-significant"
"ENSMUSG00000058239",0.016981830807416,0.977430930012133,"Usf2","non-significant"
"ENSMUSG00000058240",1.15949141123903e-05,0.999921654498741,"Cryzl1","non-significant"
"ENSMUSG00000058246",0.391633264837274,0.82030071832054,"Krbox5","non-significant"
"ENSMUSG00000058254",0.0559652091614105,0.871323735336378,"Tspan7","non-significant"
"ENSMUSG00000058258",-0.00362560654687817,0.997460325812506,"Idi1","non-significant"
"ENSMUSG00000058267",-0.119322691741872,0.837262833038208,"Mrps14","non-significant"
"ENSMUSG00000058290",-0.445001416155429,0.840349489456682,"Espl1","non-significant"
"ENSMUSG00000058291",0.128953673213816,0.416662371914318,"Zfp68","non-significant"
"ENSMUSG00000058297",-0.103727691162836,0.964705465023297,"Spock2","non-significant"
"ENSMUSG00000058298",-0.156925532654413,0.911031505540814,"Mcm9","non-significant"
"ENSMUSG00000058301",-0.0441632715609685,0.922550764960977,"Upf1","non-significant"
"ENSMUSG00000058317",0.0565645897350604,0.96620060548442,"Ube2e2","non-significant"
"ENSMUSG00000058318",0.194853935913806,0.534109899634632,"Phf21a","non-significant"
"ENSMUSG00000058325",0.180293417631539,0.757846649374857,"Dock1","non-significant"
"ENSMUSG00000058331",0.326587486342535,0.540536055004823,"Zfp85","non-significant"
"ENSMUSG00000058351",-0.111583229530035,0.91099006898321,"Uqcc5","non-significant"
"ENSMUSG00000058355",0.0335537692014096,0.909300109206781,"Abce1","non-significant"
"ENSMUSG00000058388",-0.0158668471790765,0.984089192735064,"Phtf1","non-significant"
"ENSMUSG00000058392",-0.0669153866523943,0.900160024487304,"Rrp1b","non-significant"
"ENSMUSG00000058396",-0.246506711012265,0.903519193719479,"Gpr182","non-significant"
"ENSMUSG00000058402",-0.0317540569045408,0.977430930012133,"Zfp420","non-significant"
"ENSMUSG00000058407",-0.0426449072989817,0.923386651304178,"Txndc9","non-significant"
"ENSMUSG00000058440",0.134286224781154,0.679178834720661,"Nrf1","non-significant"
"ENSMUSG00000058444",-0.0465749858528558,0.94626120315103,"Map2k5","non-significant"
"ENSMUSG00000058446",0.000515286325832498,0.998113344928362,"Znrf2","non-significant"
"ENSMUSG00000058454",-0.114142588396788,0.849720061010948,"Dhcr7","non-significant"
"ENSMUSG00000058486",-0.0106351209554381,0.989944319013175,"Wdr91","non-significant"
"ENSMUSG00000058503",0.180965108433262,0.735475797349047,"Fam133b","non-significant"
"ENSMUSG00000058546",-0.122525940265538,0.578752631376617,"Rpl23a","non-significant"
"ENSMUSG00000058558",-0.138450560382686,0.631330879342716,"Rpl5","non-significant"
"ENSMUSG00000058569",-0.261366491613649,0.238584707437052,"Tmed9","non-significant"
"ENSMUSG00000058571",0.24117149991846,0.91059413121396,"Gpc6","non-significant"
"ENSMUSG00000058586",0.0616104715446974,0.909257136506511,"Serhl","non-significant"
"ENSMUSG00000058587",0.039522608612371,0.9713952980536,"Tmod3","non-significant"
"ENSMUSG00000058594",-0.0555674926661234,0.953259721576904,"Fbh1","non-significant"
"ENSMUSG00000058600",-0.142647022752974,0.812499043789986,"Rpl30","non-significant"
"ENSMUSG00000058620",-0.245885028872447,0.922198827671799,"Adra2b","non-significant"
"ENSMUSG00000058624",-0.0191535321384161,0.990076046088918,"Gda","non-significant"
"ENSMUSG00000058626",-0.0279526840252197,0.997112199426127,"Capn11","non-significant"
"ENSMUSG00000058638",-0.0300087617984018,0.972707193311047,"Zfp110","non-significant"
"ENSMUSG00000058655",0.0601026175796933,0.920414673383517,"Eif4b","non-significant"
"ENSMUSG00000058656",0.2552738853087,0.870134852687108,"Samd12","non-significant"
"ENSMUSG00000058665",0.315308645128054,0.801866235907825,"En1","non-significant"
"ENSMUSG00000058672",0.0379345499985011,0.983422480588659,"Tubb2a","non-significant"
"ENSMUSG00000058690",0.0862521787086163,0.753312853127865,"Ccser2","non-significant"
"ENSMUSG00000058704",-0.143316394423795,0.542224650118714,"Memo1","non-significant"
"ENSMUSG00000058706",-0.184145965104761,0.436268004239666,"0610030E20Rik","non-significant"
"ENSMUSG00000058709",-0.165120512780139,0.324480356867738,"Egln2","non-significant"
"ENSMUSG00000058715",-0.178037775414917,0.884896270799481,"Fcer1g","non-significant"
"ENSMUSG00000058729",-0.123731969792597,0.904757416690237,"Lin9","non-significant"
"ENSMUSG00000058748",0.0273749924477934,0.977892924212673,"Zfp958","non-significant"
"ENSMUSG00000058756",0.156052336069096,0.564081596445497,"Thra","non-significant"
"ENSMUSG00000058761",0.139385570108425,0.872438306818569,"Rnf169","non-significant"
"ENSMUSG00000058793",-0.024315782586338,0.974053068570346,"Cds2","non-significant"
"ENSMUSG00000058799",0.0574488755501272,0.924829606626589,"Nap1l1","non-significant"
"ENSMUSG00000058806",-0.0314633605046104,0.988673899160298,"Col13a1","non-significant"
"ENSMUSG00000058818",-0.0299233692374494,0.985883230627347,"Pirb","non-significant"
"ENSMUSG00000058833",-0.0135480317389931,0.984089192735064,"Rex1bd","non-significant"
"ENSMUSG00000058835",-0.0161651311645767,0.981114376451268,"Abi1","non-significant"
"ENSMUSG00000058881",0.0572350886781453,0.912424201171854,"Zfp516","non-significant"
"ENSMUSG00000058886",0.18173988484112,0.594163772399014,"Deaf1","non-significant"
"ENSMUSG00000058900",-0.0732855726363747,0.964389961119476,"Rsl1","non-significant"
"ENSMUSG00000058914",-0.105451580456787,0.967381940244713,"C1qtnf3","non-significant"
"ENSMUSG00000058966",0.276737720812676,0.487673804377909,"Tlcd3b","non-significant"
"ENSMUSG00000058975",0.13534571205501,0.882079557980531,"Kcnc1","non-significant"
"ENSMUSG00000058979",-0.0354703107238709,0.956768875199257,"Hdhd5","non-significant"
"ENSMUSG00000058997",0.0802516524763189,0.802246124489173,"Vwa8","non-significant"
"ENSMUSG00000059005",-0.0418659501630144,0.942350122967794,"Hnrnpa3","non-significant"
"ENSMUSG00000059013",0.0507329303977494,0.977430930012133,"Sh2d3c","non-significant"
"ENSMUSG00000059022",0.0841646414492302,0.964389961119476,"Kcp","non-significant"
"ENSMUSG00000059027",-0.029569228405304,0.990980178832464,"9630013D21Rik","non-significant"
"ENSMUSG00000059049",0.140316680454065,0.964389961119476,"Frem1","non-significant"
"ENSMUSG00000059070",-0.166009483324982,0.360318415463192,"Rpl18","non-significant"
"ENSMUSG00000059119",0.0376228076158141,0.911031505540814,"Nap1l4","non-significant"
"ENSMUSG00000059142",0.0382488891580359,0.974319175813607,"Zfp945","non-significant"
"ENSMUSG00000059146",0.803858019127561,0.608943499727394,"Ntrk3","non-significant"
"ENSMUSG00000059149",0.206519560357172,0.870614459984629,"Mfsd4a","non-significant"
"ENSMUSG00000059173",0.101509553112138,0.960578909336477,"Pde1a","non-significant"
"ENSMUSG00000059182",-0.100568162090943,0.871323735336378,"Skap2","non-significant"
"ENSMUSG00000059183",0.0514112514765584,0.964389961119476,"Mtfmt","non-significant"
"ENSMUSG00000059201",1.85182583517112,0.744851602771367,"Lep","non-significant"
"ENSMUSG00000059208",0.0379388020272872,0.92070175821537,"Hnrnpm","non-significant"
"ENSMUSG00000059213",0.108042156704895,0.97437778165594,"Ddn","non-significant"
"ENSMUSG00000059248",-0.125308412521547,0.82852675658933,"Septin9","non-significant"
"ENSMUSG00000059263",0.00178050450623952,0.996634418278431,"Usp47","non-significant"
"ENSMUSG00000059273",0.0578253716630968,0.869108603615332,"Zc3h4","non-significant"
"ENSMUSG00000059277",0.004800472680995,0.997460325812506,"R74862","non-significant"
"ENSMUSG00000059278",-0.0445952277960908,0.966390173508356,"Naa38","non-significant"
"ENSMUSG00000059288",-0.0971460896205612,0.872438306818569,"Cdyl","non-significant"
"ENSMUSG00000059291",-0.194710471383483,0.655119099749023,"Rpl11","non-significant"
"ENSMUSG00000059316",-0.0450295598644806,0.962588041582949,"Slc27a4","non-significant"
"ENSMUSG00000059323",-0.198517996185255,0.918779160718046,"Tonsl","non-significant"
"ENSMUSG00000059325",-0.178990696413278,0.884896270799481,"Hopx","non-significant"
"ENSMUSG00000059326",-0.305099336794547,0.747427865912402,"Csf2ra","non-significant"
"ENSMUSG00000059327",0.372264202820436,0.564081596445497,"Eda","non-significant"
"ENSMUSG00000059343",-0.023085911666359,0.990647121327956,"Aldoart1","non-significant"
"ENSMUSG00000059355",-0.133507296520812,0.614376317894008,"Wdr83os","non-significant"
"ENSMUSG00000059363",0.040339807443164,0.960163082759642,"Fxn","non-significant"
"ENSMUSG00000059401",0.0474135450457619,0.97752476795446,"Mamld1","non-significant"
"ENSMUSG00000059408",0.155106911393956,0.883471543207644,"Mrgprh","non-significant"
"ENSMUSG00000059409",-0.0482794923770615,0.872438306818569,"Ppp2r5d","non-significant"
"ENSMUSG00000059412",0.123756584798153,0.964705465023297,"Fxyd2","non-significant"
"ENSMUSG00000059423",-0.0859956234024602,0.897845998560562,"Zfp933","non-significant"
"ENSMUSG00000059436",-0.0266427438297181,0.980944624561991,"Max","non-significant"
"ENSMUSG00000059439",-0.142368083977714,0.540536055004823,"Bcas3","non-significant"
"ENSMUSG00000059447",0.0460332229593704,0.957700369996124,"Hadhb","non-significant"
"ENSMUSG00000059456",-0.0979807536712714,0.96651841526588,"Ptk2b","non-significant"
"ENSMUSG00000059474",0.212488672070869,0.607064758537866,"Mbtd1","non-significant"
"ENSMUSG00000059475",0.0342768459093016,0.962588041582949,"Zfp426","non-significant"
"ENSMUSG00000059479",0.195955994598801,0.909300109206781,"B3gnt8","non-significant"
"ENSMUSG00000059482",0.0321476528743678,0.98058879165075,"Cfap418","non-significant"
"ENSMUSG00000059486",0.161776916593037,0.540536055004823,"Kbtbd2","non-significant"
"ENSMUSG00000059493",0.769627928205187,0.410824386676799,"Nhs","non-significant"
"ENSMUSG00000059495",0.103865429361237,0.793004949035191,"Arhgef12","non-significant"
"ENSMUSG00000059498",-0.238274633714449,0.853810808775673,"Fcgr3","non-significant"
"ENSMUSG00000059518",-0.0804314841911658,0.826560369052677,"Znhit1","non-significant"
"ENSMUSG00000059534",-0.0975210205248663,0.877106446556399,"Uqcr10","non-significant"
"ENSMUSG00000059540",-0.050858683359311,0.964389961119476,"Tcea2","non-significant"
"ENSMUSG00000059552",-0.134200920378339,0.733784708019218,"Trp53","non-significant"
"ENSMUSG00000059554",-0.060496139510758,0.953259721576904,"Ccdc28a","non-significant"
"ENSMUSG00000059555",0.284479319214995,0.800748279733781,"Tor4a","non-significant"
"ENSMUSG00000059586",0.00162832998137594,0.997112199426127,"Nsmce2","non-significant"
"ENSMUSG00000059588",0.142312337423122,0.826560369052677,"Calcrl","non-significant"
"ENSMUSG00000059659",0.318055634093714,0.668581974599965,"Gm10069","non-significant"
"ENSMUSG00000059669",-0.05830479802102,0.957760129479797,"Taf1b","non-significant"
"ENSMUSG00000059674",0.148855234397944,0.962246757602288,"Cdh24","non-significant"
"ENSMUSG00000059689",0.0873474388002096,0.801866235907825,"Zfp637","non-significant"
"ENSMUSG00000059708",0.0534380680962852,0.964320081902298,"Akap17b","non-significant"
"ENSMUSG00000059713",-0.0736938404390355,0.915525710310345,"Rcan3","non-significant"
"ENSMUSG00000059714",-0.00680360555331117,0.98982203546695,"Flot1","non-significant"
"ENSMUSG00000059734",-0.0346282049623829,0.964705465023297,"Ndufs8","non-significant"
"ENSMUSG00000059741",-0.0487295126838671,0.987574427574225,"Myl3","non-significant"
"ENSMUSG00000059743",-0.0980536692261558,0.854545611186133,"Fdps","non-significant"
"ENSMUSG00000059772",0.0710116596281082,0.959740798445704,"Slx1b","non-significant"
"ENSMUSG00000059791",-0.23717722006028,0.875044679149927,"Nrm","non-significant"
"ENSMUSG00000059796",-0.229459634747622,0.282659454626898,"Eif4a1","non-significant"
"ENSMUSG00000059810",0.206972290482503,0.762686582625229,"Rgs3","non-significant"
"ENSMUSG00000059811",0.0151808040044147,0.978987158480651,"Atl2","non-significant"
"ENSMUSG00000059820",-0.0637077947694285,0.925158087725757,"Nkapd1","non-significant"
"ENSMUSG00000059824",-1.52833353899601,0.201121389977079,"Dbp","non-significant"
"ENSMUSG00000059834",0.077989389145363,0.939206046151445,"Sclt1","non-significant"
"ENSMUSG00000059839",0.213324118243193,0.576499098852757,"Zfp874b","non-significant"
"ENSMUSG00000059842",-0.0921644350883765,0.952929927045288,"Zfp341","non-significant"
"ENSMUSG00000059851",-0.0718411750005047,0.916309836792861,"Kmt5c","non-significant"
"ENSMUSG00000059866",-0.0111855497667975,0.990076046088918,"Tnip2","non-significant"
"ENSMUSG00000059878",0.109689964043721,0.888914313206833,"Zfp422","non-significant"
"ENSMUSG00000059883",0.0184218375980599,0.989074759783954,"Irak4","non-significant"
"ENSMUSG00000059890",0.153945707457857,0.684849056442119,"Ube4a","non-significant"
"ENSMUSG00000059895",0.0449224625890016,0.957760129479797,"Ptp4a3","non-significant"
"ENSMUSG00000059897",0.0994594837094993,0.924015882209167,"Zfp930","non-significant"
"ENSMUSG00000059901",-0.127906923879527,0.915527470201494,"Adamts14","non-significant"
"ENSMUSG00000059920",0.0579482850856636,0.884896270799481,"4930453N24Rik","non-significant"
"ENSMUSG00000059923",-0.102061204824403,0.618645261204691,"Grb2","non-significant"
"ENSMUSG00000059939",-0.000688768949110387,0.999463309477975,"9430015G10Rik","non-significant"
"ENSMUSG00000059970",-0.336506347085422,0.386230621303021,"Hspa2","non-significant"
"ENSMUSG00000059975",0.11829227745264,0.856105162443449,"Zfp74","non-significant"
"ENSMUSG00000059981",-0.00426957269915454,0.993999261807722,"Taok2","non-significant"
"ENSMUSG00000059995",0.014019916520715,0.982847637272907,"Atxn7l3","non-significant"
"ENSMUSG00000060002",0.0155513598454578,0.983422480588659,"Chpt1","non-significant"
"ENSMUSG00000060012",-0.0714648968882794,0.911031505540814,"Kif13b","non-significant"
"ENSMUSG00000060032",-0.170385636595127,0.719299731463339,"H2aj","non-significant"
"ENSMUSG00000060036",-0.213780346390447,0.525529114282627,"Rpl3","non-significant"
"ENSMUSG00000060038",-0.0666983136220972,0.872676321028159,"Dhps","non-significant"
"ENSMUSG00000060063",-0.264170665182674,0.692276540681718,"Alox5ap","non-significant"
"ENSMUSG00000060073",-0.0686411022523982,0.872676321028159,"Psma3","non-significant"
"ENSMUSG00000060090",0.0421312435119801,0.967878391449186,"Rp2","non-significant"
"ENSMUSG00000060098",-0.105262270816129,0.653001603759773,"Prmt7","non-significant"
"ENSMUSG00000060121",-0.00484174441815558,0.994189526043827,"Gemin2","non-significant"
"ENSMUSG00000060126",-0.17233311800108,0.659196093513576,"Tpt1","non-significant"
"ENSMUSG00000060131",-0.182293923994946,0.93158596915395,"Atp8b4","non-significant"
"ENSMUSG00000060147",-0.13334118459464,0.871323735336378,"Serpinb6a","non-significant"
"ENSMUSG00000060149",0.0434124207013787,0.97602352762094,"BC002059","non-significant"
"ENSMUSG00000060152",-0.062155746229232,0.956137651742821,"Pop5","non-significant"
"ENSMUSG00000060166",0.01127951180244,0.987932682403188,"Zdhhc8","non-significant"
"ENSMUSG00000060180",0.524928045572815,0.807930883377483,"Myh13","non-significant"
"ENSMUSG00000060181",-0.121845094116282,0.800748279733781,"Slc35e3","non-significant"
"ENSMUSG00000060206",0.291537493473813,0.716254420451152,"Zfp462","non-significant"
"ENSMUSG00000060212",0.122444071340794,0.964705465023297,"Pcnx2","non-significant"
"ENSMUSG00000060216",-0.0243184615676103,0.977430930012133,"Arrb2","non-significant"
"ENSMUSG00000060224",-0.317632685964407,0.784040568793196,"Pyroxd2","non-significant"
"ENSMUSG00000060227",-0.360358670608891,0.263384118466592,"Golm2","non-significant"
"ENSMUSG00000060240",0.0196417236799342,0.993104821954921,"Cend1","non-significant"
"ENSMUSG00000060244",0.0404817978609808,0.987574427574225,"Alyref2","non-significant"
"ENSMUSG00000060260",0.0769685624704873,0.962588041582949,"Pwwp2b","non-significant"
"ENSMUSG00000060261",0.115289586126668,0.607064758537866,"Gtf2i","non-significant"
"ENSMUSG00000060279",-0.0962868102178049,0.747427865912402,"Ap2a1","non-significant"
"ENSMUSG00000060288",-0.086120356600839,0.962588041582949,"Ppih","non-significant"
"ENSMUSG00000060301",0.160707482970433,0.514822270903494,"2610008E11Rik","non-significant"
"ENSMUSG00000060311",0.0749186716225227,0.989074759783954,"Mucl1","non-significant"
"ENSMUSG00000060336",0.0611225991456759,0.982847637272907,"Zfp937","non-significant"
"ENSMUSG00000060373",-0.0177976854945029,0.976190870894722,"Hnrnpc","non-significant"
"ENSMUSG00000060376",-0.00476904958347337,0.993999261807722,"Bckdha","non-significant"
"ENSMUSG00000060397",0.184081739149217,0.869108603615332,"Zfp128","non-significant"
"ENSMUSG00000060427",-0.116197263223261,0.872438306818569,"Zfp868","non-significant"
"ENSMUSG00000060429",0.195557274808819,0.912056438285457,"Sntb1","non-significant"
"ENSMUSG00000060441",0.000505429194439386,0.999844193374607,"Trim5","non-significant"
"ENSMUSG00000060450",0.0130069881615507,0.973660642111205,"Rnf14","non-significant"
"ENSMUSG00000060470",0.386906942809639,0.888630470841568,"Adgrg3","non-significant"
"ENSMUSG00000060475",0.0368717026866314,0.933366416289631,"Wtap","non-significant"
"ENSMUSG00000060477",-0.3534425432185,0.337986300457389,"Irak2","non-significant"
"ENSMUSG00000060487",0.122624211337346,0.957760129479797,"Samd5","non-significant"
"ENSMUSG00000060510",0.0488432996558872,0.91435943746648,"Zfp266","non-significant"
"ENSMUSG00000060512",0.194498810978974,0.84636951735192,"Pgcka1","non-significant"
"ENSMUSG00000060519",-0.0501340755743623,0.969063335261157,"Tor3a","non-significant"
"ENSMUSG00000060538",-0.128079120925032,0.83983511063109,"Tmem219","non-significant"
"ENSMUSG00000060548",0.268811547581295,0.843784133559452,"Tnfrsf19","non-significant"
"ENSMUSG00000060550",0.0643549552782337,0.983422480588659,"H2-Q7","non-significant"
"ENSMUSG00000060568",0.305232531827295,0.718492259699989,"Fam78b","non-significant"
"ENSMUSG00000060572",-0.221269673596981,0.884643018768939,"Mfap2","non-significant"
"ENSMUSG00000060579",-0.24930019521432,0.91099006898321,"Fhit","non-significant"
"ENSMUSG00000060586",0.126175213455128,0.950026773443908,"H2-Eb1","non-significant"
"ENSMUSG00000060591",-0.0833752346228696,0.947474915373231,"Ifitm2","non-significant"
"ENSMUSG00000060594",-0.775901026493188,0.113931455919757,"Layn","non-significant"
"ENSMUSG00000060600",-0.0651810060915915,0.91665733696451,"Eno3","non-significant"
"ENSMUSG00000060601",-0.0672373209622203,0.849415298453099,"Nr1h2","non-significant"
"ENSMUSG00000060636",-0.131680595817605,0.767034793421622,"Rpl35a","non-significant"
"ENSMUSG00000060639",-0.222957626150758,0.814160831385757,"H4c9","non-significant"
"ENSMUSG00000060657",0.0671213867964167,0.855358379601376,"Marf1","non-significant"
"ENSMUSG00000060671",0.024406949906188,0.984089192735064,"Atp8b2","non-significant"
"ENSMUSG00000060675",-0.0335884991825087,0.966390173508356,"Plaat3","non-significant"
"ENSMUSG00000060679",0.0526731709433967,0.913111704569411,"Mrps9","non-significant"
"ENSMUSG00000060681",-0.0955341676869478,0.631330879342716,"Slc9a6","non-significant"
"ENSMUSG00000060703",-0.0580261889073323,0.969581510631258,"Cd302","non-significant"
"ENSMUSG00000060708",0.0705893618410392,0.926688819210661,"Bloc1s4","non-significant"
"ENSMUSG00000060716",-0.296093369874279,0.872438306818569,"Plekhh1","non-significant"
"ENSMUSG00000060733",0.0454069161355096,0.909300109206781,"Ipmk","non-significant"
"ENSMUSG00000060739",-0.023629720082056,0.96651841526588,"Nsa2","non-significant"
"ENSMUSG00000060743",-0.0410448471485721,0.940153800652369,"H3f3a","non-significant"
"ENSMUSG00000060771",-0.0754234508209058,0.947474915373231,"Tsga10","non-significant"
"ENSMUSG00000060791",0.443503031396731,0.618645261204691,"Gmfg","non-significant"
"ENSMUSG00000060798",-0.125158398351819,0.91099006898321,"Intu","non-significant"
"ENSMUSG00000060802",0.0993624195768888,0.884896270799481,"B2m","non-significant"
"ENSMUSG00000060803",-0.0989978902191622,0.849942295671215,"Gstp1","non-significant"
"ENSMUSG00000060843",-0.0402872915055646,0.977430930012133,"Ctnna3","non-significant"
"ENSMUSG00000060860",-0.119509506772313,0.809158745022578,"Ube2s","non-significant"
"ENSMUSG00000060862",0.176835007891019,0.794565392771736,"Zbtb40","non-significant"
"ENSMUSG00000060904",-0.108591933912083,0.631330879342716,"Arl1","non-significant"
"ENSMUSG00000060913",0.0375123616632215,0.952831899042588,"Trim55","non-significant"
"ENSMUSG00000060923",-0.0255418636586643,0.977430930012133,"Acyp2","non-significant"
"ENSMUSG00000060935",-0.0544613831172395,0.947002419911027,"Tmem263","non-significant"
"ENSMUSG00000060938",-0.186529223540479,0.47012079547399,"Rpl26","non-significant"
"ENSMUSG00000060950",-0.268503022226282,0.694130377942164,"Trmt61a","non-significant"
"ENSMUSG00000060961",0.039172295677839,0.979942039299862,"Slc4a4","non-significant"
"ENSMUSG00000060981",-0.27957162013088,0.7136202338741,"H4c8","non-significant"
"ENSMUSG00000060992",-0.107238768152642,0.653001603759773,"Copz1","non-significant"
"ENSMUSG00000061024",-0.269447818569204,0.354741702251816,"Rrs1","non-significant"
"ENSMUSG00000061028",-0.0100521169516539,0.989944319013175,"Clasrp","non-significant"
"ENSMUSG00000061032",-0.0481246250144171,0.884643018768939,"Rrp1","non-significant"
"ENSMUSG00000061039",0.51221432239031,0.788159666277041,"Or8b53","non-significant"
"ENSMUSG00000061046",-0.164625716965273,0.774799934278127,"Haghl","non-significant"
"ENSMUSG00000061068",0.00330639458360153,0.998561126239256,"Mcpt4","non-significant"
"ENSMUSG00000061079",0.0120035652848047,0.991318460335681,"Zfp143","non-significant"
"ENSMUSG00000061080",0.560388109567147,0.631330879342716,"Lsamp","non-significant"
"ENSMUSG00000061086",0.133192801301494,0.955652783901444,"Myl4","non-significant"
"ENSMUSG00000061100",0.596049545501725,0.731732058976944,"Retnla","non-significant"
"ENSMUSG00000061104",0.500582590485342,0.609664634043213,"Sap18b","non-significant"
"ENSMUSG00000061111",-0.0924588047892812,0.872438306818569,"Mcrip1","non-significant"
"ENSMUSG00000061118",-0.0223009357183627,0.977430930012133,"Dnajc30","non-significant"
"ENSMUSG00000061119",-0.104472140723493,0.909257136506511,"Prcp","non-significant"
"ENSMUSG00000061126",-0.0531952898222032,0.980267003297659,"Cyp4f39","non-significant"
"ENSMUSG00000061130",-0.0325961338753843,0.963557287822982,"Ppm1b","non-significant"
"ENSMUSG00000061132",0.0208517411001178,0.989944319013175,"Blnk","non-significant"
"ENSMUSG00000061136",0.0322739860990687,0.957760129479797,"Prpf40a","non-significant"
"ENSMUSG00000061143",0.164441141446368,0.870614459984629,"Maml3","non-significant"
"ENSMUSG00000061171",0.0970347865921536,0.977430930012133,"Slc38a11","non-significant"
"ENSMUSG00000061175",-0.113506070838724,0.872676321028159,"Fnip2","non-significant"
"ENSMUSG00000061207",0.00467783853566807,0.994315402156153,"Stk19","non-significant"
"ENSMUSG00000061232",0.107175378724481,0.870614459984629,"H2-K1","non-significant"
"ENSMUSG00000061244",0.132492102077764,0.292081782245147,"Exoc5","non-significant"
"ENSMUSG00000061273",-0.0402821286210955,0.872438306818569,"Mmgt1","non-significant"
"ENSMUSG00000061286",-0.0896204044713635,0.872491687860457,"Exosc5","non-significant"
"ENSMUSG00000061288",0.216075178139447,0.733784708019218,"Taok3","non-significant"
"ENSMUSG00000061306",-0.0942804108872631,0.872438306818569,"Slc38a10","non-significant"
"ENSMUSG00000061313",-0.0460905266962404,0.938372243709989,"Ddhd2","non-significant"
"ENSMUSG00000061315",0.0217102785534404,0.974594179573633,"Naca","non-significant"
"ENSMUSG00000061353",0.330902480239076,0.375598694045455,"Cxcl12","non-significant"
"ENSMUSG00000061360",-0.139707111424472,0.7000487565047,"Phf5a","non-significant"
"ENSMUSG00000061371",-0.437448209361968,0.768801167837735,"Zfp873","non-significant"
"ENSMUSG00000061374",-0.0582357659726121,0.89181633928722,"Fiz1","non-significant"
"ENSMUSG00000061393",0.1660855321349,0.844694272473535,"Acvr2b","non-significant"
"ENSMUSG00000061410",0.153151137329201,0.753818188388277,"Zcchc14","non-significant"
"ENSMUSG00000061411",0.225290566924493,0.871323735336378,"Nol4l","non-significant"
"ENSMUSG00000061414",-0.382191016602274,0.870614459984629,"Cracr2a","non-significant"
"ENSMUSG00000061436",-0.167861176077308,0.862395032139814,"Hipk2","non-significant"
"ENSMUSG00000061451",-0.223172558614896,0.941902704049765,"Tmem151a","non-significant"
"ENSMUSG00000061455",0.109330578516126,0.706386492519523,"Stx17","non-significant"
"ENSMUSG00000061458",-0.0371735382713629,0.962238352928324,"Nol10","non-significant"
"ENSMUSG00000061461",-0.0714806599812535,0.837459560774754,"Smim20","non-significant"
"ENSMUSG00000061462",0.0501362885394048,0.917246713267004,"Obscn","non-significant"
"ENSMUSG00000061474",-0.0565749540444724,0.947474915373231,"Mrps36","non-significant"
"ENSMUSG00000061477",-0.219874796727081,0.129567623382872,"Rps7","non-significant"
"ENSMUSG00000061479",-0.0653197567785761,0.868663285264459,"Snrpa","non-significant"
"ENSMUSG00000061518",-0.0405904864384386,0.940153800652369,"Cox5b","non-significant"
"ENSMUSG00000061531",0.0356592953677426,0.989944319013175,"Tmem236","non-significant"
"ENSMUSG00000061533",-0.349443234659507,0.740061946120215,"Cep128","non-significant"
"ENSMUSG00000061535",-0.735147744371523,0.375598694045455,"C1qtnf7","non-significant"
"ENSMUSG00000061536",-0.103588561960747,0.872676321028159,"Sec22c","non-significant"
"ENSMUSG00000061544",0.0806361898859861,0.926688819210661,"Zfp229","non-significant"
"ENSMUSG00000061559",-0.0813379760110203,0.88267566054847,"Skic8","non-significant"
"ENSMUSG00000061576",-0.161836698464613,0.924901284231716,"Dpp6","non-significant"
"ENSMUSG00000061589",-0.302822624467609,0.690118709461364,"Dot1l","non-significant"
"ENSMUSG00000061601",0.733727887668051,0.613300657425003,"Pclo","non-significant"
"ENSMUSG00000061603",0.171142659100116,0.736419137522192,"Akap6","non-significant"
"ENSMUSG00000061607",0.0921106583445982,0.91099006898321,"Mdc1","non-significant"
"ENSMUSG00000061613",-0.0206472086967249,0.977892924212673,"U2af1","non-significant"
"ENSMUSG00000061650",-0.0973274235811966,0.759445838762887,"Med9","non-significant"
